type	feature	n	log_odds_weighted	log_odds_weighted_scaled
speech	mel	6	-0.156650086553218	0.1919906131682346
speech	cutis	6	-0.156650086553218	0.1919906131682346
speech	conlapsus	6	-0.156650086553218	0.1919906131682346
speech	aeolius	6	-0.156650086553218	0.1919906131682346
speech	canities	6	-0.156650086553218	0.1919906131682346
speech	camilla	6	-0.156650086553218	0.1919906131682346
speech	necdum	15	-0.156831009377894	0.1919801362104451
speech	atrides	15	-0.156831009377894	0.1919801362104451
speech	mos	69	-0.158826597001635	0.1918645748525201
speech	ferrum	142	-0.158848871620945	0.19186328496415633
speech	romanus	22	-0.158968906020412	0.19185633395983304
speech	congero	7	-0.160517895316076	0.19176663441254746
speech	crassus	7	-0.160517895316076	0.19176663441254746
speech	intactus	7	-0.160517895316076	0.19176663441254746
speech	areo	7	-0.160517895316076	0.19176663441254746
speech	gentilis	7	-0.160517895316076	0.19176663441254746
speech	praesagus	7	-0.160517895316076	0.19176663441254746
speech	abigo	7	-0.160517895316076	0.19176663441254746
speech	sicco	7	-0.160517895316076	0.19176663441254746
speech	rex	182	-0.160860973840638	0.19174676727181075
speech	fortis	55	-0.161494380807888	0.1917100876650705
speech	ara	84	-0.161633096823734	0.19170205483756325
speech	dido	16	-0.161975822427112	0.19168220813394027
speech	tirynthius	16	-0.161975822427112	0.19168220813394027
speech	uinculum	16	-0.161975822427112	0.19168220813394027
speech	nexus	8	-0.164597230679723	0.19153040648226452
speech	praetereo	8	-0.164597230679723	0.19153040648226452
speech	numero	8	-0.164597230679723	0.19153040648226452
speech	hio	8	-0.164597230679723	0.19153040648226452
speech	grandis	8	-0.164597230679723	0.19153040648226452
speech	thermodon	1	-0.166957467071747	0.19139372888452766
speech	learchus	1	-0.166957467071747	0.19139372888452766
speech	insumo	1	-0.166957467071747	0.19139372888452766
speech	sabellus	1	-0.166957467071747	0.19139372888452766
speech	eumenis	1	-0.166957467071747	0.19139372888452766
speech	lapidosus	1	-0.166957467071747	0.19139372888452766
speech	conseruo	1	-0.166957467071747	0.19139372888452766
speech	fidelis	1	-0.166957467071747	0.19139372888452766
speech	actorides	1	-0.166957467071747	0.19139372888452766
speech	ministra	1	-0.166957467071747	0.19139372888452766
speech	palladus	1	-0.166957467071747	0.19139372888452766
speech	hernicus	1	-0.166957467071747	0.19139372888452766
speech	uadosus	1	-0.166957467071747	0.19139372888452766
speech	caurus	1	-0.166957467071747	0.19139372888452766
speech	erymanthus	1	-0.166957467071747	0.19139372888452766
speech	eundus	1	-0.166957467071747	0.19139372888452766
speech	interfundo	1	-0.166957467071747	0.19139372888452766
speech	lamus	1	-0.166957467071747	0.19139372888452766
speech	euito	1	-0.166957467071747	0.19139372888452766
speech	sagittifer	1	-0.166957467071747	0.19139372888452766
speech	parthenope	1	-0.166957467071747	0.19139372888452766
speech	intepeo	1	-0.166957467071747	0.19139372888452766
speech	phrygae	1	-0.166957467071747	0.19139372888452766
speech	exequialis	1	-0.166957467071747	0.19139372888452766
speech	adpropero	1	-0.166957467071747	0.19139372888452766
speech	septemplice	1	-0.166957467071747	0.19139372888452766
speech	anienes	1	-0.166957467071747	0.19139372888452766
speech	phlegethontes	1	-0.166957467071747	0.19139372888452766
speech	lemnia	1	-0.166957467071747	0.19139372888452766
speech	rudimentum	1	-0.166957467071747	0.19139372888452766
speech	latagus	1	-0.166957467071747	0.19139372888452766
speech	adsequor	1	-0.166957467071747	0.19139372888452766
speech	tenuissimus	1	-0.166957467071747	0.19139372888452766
speech	misereo	1	-0.166957467071747	0.19139372888452766
speech	thetidus	1	-0.166957467071747	0.19139372888452766
speech	conligo	1	-0.166957467071747	0.19139372888452766
speech	damnosus	1	-0.166957467071747	0.19139372888452766
speech	phocaicus	1	-0.166957467071747	0.19139372888452766
speech	hippotades	1	-0.166957467071747	0.19139372888452766
speech	dareta	1	-0.166957467071747	0.19139372888452766
speech	aesone	1	-0.166957467071747	0.19139372888452766
speech	funalis	1	-0.166957467071747	0.19139372888452766
speech	congelo	1	-0.166957467071747	0.19139372888452766
speech	studiosus	1	-0.166957467071747	0.19139372888452766
speech	sentis	1	-0.166957467071747	0.19139372888452766
speech	plumo	1	-0.166957467071747	0.19139372888452766
speech	uaticinor	1	-0.166957467071747	0.19139372888452766
speech	adprendo	1	-0.166957467071747	0.19139372888452766
speech	plenissimus	1	-0.166957467071747	0.19139372888452766
speech	aesculus	1	-0.166957467071747	0.19139372888452766
speech	pleuron	1	-0.166957467071747	0.19139372888452766
speech	ao	1	-0.166957467071747	0.19139372888452766
speech	pliades	1	-0.166957467071747	0.19139372888452766
speech	gementum	1	-0.166957467071747	0.19139372888452766
speech	uillus	1	-0.166957467071747	0.19139372888452766
speech	phlegyan	1	-0.166957467071747	0.19139372888452766
speech	repagulum	1	-0.166957467071747	0.19139372888452766
speech	adplico	1	-0.166957467071747	0.19139372888452766
speech	tullus	1	-0.166957467071747	0.19139372888452766
speech	antenor	1	-0.166957467071747	0.19139372888452766
speech	uulturnus	1	-0.166957467071747	0.19139372888452766
speech	orio	1	-0.166957467071747	0.19139372888452766
speech	lemnius	1	-0.166957467071747	0.19139372888452766
speech	uector	1	-0.166957467071747	0.19139372888452766
speech	aeripes	1	-0.166957467071747	0.19139372888452766
speech	aerisonus	1	-0.166957467071747	0.19139372888452766
speech	deipyle	1	-0.166957467071747	0.19139372888452766
speech	sura	1	-0.166957467071747	0.19139372888452766
speech	pallesco	1	-0.166957467071747	0.19139372888452766
speech	rubo	1	-0.166957467071747	0.19139372888452766
speech	pandio	1	-0.166957467071747	0.19139372888452766
speech	comperio	1	-0.166957467071747	0.19139372888452766
speech	sybaris	1	-0.166957467071747	0.19139372888452766
speech	umbrus	1	-0.166957467071747	0.19139372888452766
speech	cuna	1	-0.166957467071747	0.19139372888452766
speech	cynosura	1	-0.166957467071747	0.19139372888452766
speech	adclo	1	-0.166957467071747	0.19139372888452766
speech	pharus	1	-0.166957467071747	0.19139372888452766
speech	phoceus	1	-0.166957467071747	0.19139372888452766
speech	tranquillus	1	-0.166957467071747	0.19139372888452766
speech	famaue	1	-0.166957467071747	0.19139372888452766
speech	suffragium	1	-0.166957467071747	0.19139372888452766
speech	conlectus	1	-0.166957467071747	0.19139372888452766
speech	muscus	1	-0.166957467071747	0.19139372888452766
speech	apertum	1	-0.166957467071747	0.19139372888452766
speech	parnasos	1	-0.166957467071747	0.19139372888452766
speech	philippus	1	-0.166957467071747	0.19139372888452766
speech	cunctandus	1	-0.166957467071747	0.19139372888452766
speech	brachium	1	-0.166957467071747	0.19139372888452766
speech	fuco	1	-0.166957467071747	0.19139372888452766
speech	clusinus	1	-0.166957467071747	0.19139372888452766
speech	credulitas	1	-0.166957467071747	0.19139372888452766
speech	gestus	1	-0.166957467071747	0.19139372888452766
speech	meleagre	1	-0.166957467071747	0.19139372888452766
speech	siluanus	1	-0.166957467071747	0.19139372888452766
speech	aegyptius	1	-0.166957467071747	0.19139372888452766
speech	amycla	1	-0.166957467071747	0.19139372888452766
speech	inmixtus	1	-0.166957467071747	0.19139372888452766
speech	melas	1	-0.166957467071747	0.19139372888452766
speech	aegyptus	1	-0.166957467071747	0.19139372888452766
speech	adultus	1	-0.166957467071747	0.19139372888452766
speech	diuiduus	1	-0.166957467071747	0.19139372888452766
speech	uelinus	1	-0.166957467071747	0.19139372888452766
speech	percenseo	1	-0.166957467071747	0.19139372888452766
speech	pasiphae	1	-0.166957467071747	0.19139372888452766
speech	recingo	1	-0.166957467071747	0.19139372888452766
speech	traduco	1	-0.166957467071747	0.19139372888452766
speech	neco	1	-0.166957467071747	0.19139372888452766
speech	signifer	1	-0.166957467071747	0.19139372888452766
speech	drances	1	-0.166957467071747	0.19139372888452766
speech	lycaonia	1	-0.166957467071747	0.19139372888452766
speech	improuidus	1	-0.166957467071747	0.19139372888452766
speech	doryla	1	-0.166957467071747	0.19139372888452766
speech	fugieno	1	-0.166957467071747	0.19139372888452766
speech	imum	1	-0.166957467071747	0.19139372888452766
speech	rhipaea	1	-0.166957467071747	0.19139372888452766
speech	ultricius	1	-0.166957467071747	0.19139372888452766
speech	peneus	1	-0.166957467071747	0.19139372888452766
speech	patroclus	1	-0.166957467071747	0.19139372888452766
speech	cicones	1	-0.166957467071747	0.19139372888452766
speech	fructus	1	-0.166957467071747	0.19139372888452766
speech	hyades	1	-0.166957467071747	0.19139372888452766
speech	correpo	1	-0.166957467071747	0.19139372888452766
speech	accensus	1	-0.166957467071747	0.19139372888452766
speech	nemoralis	1	-0.166957467071747	0.19139372888452766
speech	alcmena	1	-0.166957467071747	0.19139372888452766
speech	praeneste	1	-0.166957467071747	0.19139372888452766
speech	nerea	1	-0.166957467071747	0.19139372888452766
speech	exspatio	1	-0.166957467071747	0.19139372888452766
speech	lusus	1	-0.166957467071747	0.19139372888452766
speech	epirus	1	-0.166957467071747	0.19139372888452766
speech	oeta	1	-0.166957467071747	0.19139372888452766
speech	exsors	1	-0.166957467071747	0.19139372888452766
speech	refluus	1	-0.166957467071747	0.19139372888452766
speech	siquidem	1	-0.166957467071747	0.19139372888452766
speech	eurydice	1	-0.166957467071747	0.19139372888452766
speech	oetaeus	1	-0.166957467071747	0.19139372888452766
speech	lyctius	1	-0.166957467071747	0.19139372888452766
speech	flendus	1	-0.166957467071747	0.19139372888452766
speech	hortamen	1	-0.166957467071747	0.19139372888452766
speech	tarentum	1	-0.166957467071747	0.19139372888452766
speech	heber	1	-0.166957467071747	0.19139372888452766
speech	coruus	1	-0.166957467071747	0.19139372888452766
speech	camillus	1	-0.166957467071747	0.19139372888452766
speech	aduoluo	1	-0.166957467071747	0.19139372888452766
speech	dissensus	1	-0.166957467071747	0.19139372888452766
speech	euboea	1	-0.166957467071747	0.19139372888452766
speech	indefessus	1	-0.166957467071747	0.19139372888452766
speech	chorda	1	-0.166957467071747	0.19139372888452766
speech	incustodio	1	-0.166957467071747	0.19139372888452766
speech	grus	1	-0.166957467071747	0.19139372888452766
speech	tiburtius	1	-0.166957467071747	0.19139372888452766
speech	ticinum	1	-0.166957467071747	0.19139372888452766
speech	melaneus	1	-0.166957467071747	0.19139372888452766
speech	recepto	1	-0.166957467071747	0.19139372888452766
speech	nitesco	1	-0.166957467071747	0.19139372888452766
speech	odrysia	1	-0.166957467071747	0.19139372888452766
speech	opertus	1	-0.166957467071747	0.19139372888452766
speech	arcadus	1	-0.166957467071747	0.19139372888452766
speech	illac	1	-0.166957467071747	0.19139372888452766
speech	immedicabilis	1	-0.166957467071747	0.19139372888452766
speech	uolubilis	1	-0.166957467071747	0.19139372888452766
speech	pernox	1	-0.166957467071747	0.19139372888452766
speech	consonus	1	-0.166957467071747	0.19139372888452766
speech	spercheos	1	-0.166957467071747	0.19139372888452766
speech	posthabeo	1	-0.166957467071747	0.19139372888452766
speech	proluo	1	-0.166957467071747	0.19139372888452766
speech	thybridis	1	-0.166957467071747	0.19139372888452766
speech	arquitenens	1	-0.166957467071747	0.19139372888452766
speech	transitus	1	-0.166957467071747	0.19139372888452766
speech	consolor	1	-0.166957467071747	0.19139372888452766
speech	oberro	1	-0.166957467071747	0.19139372888452766
speech	uenalis	1	-0.166957467071747	0.19139372888452766
speech	egerius	1	-0.166957467071747	0.19139372888452766
speech	effringo	1	-0.166957467071747	0.19139372888452766
speech	facundia	1	-0.166957467071747	0.19139372888452766
speech	effrenus	1	-0.166957467071747	0.19139372888452766
speech	tlepolemus	1	-0.166957467071747	0.19139372888452766
speech	insatiabilis	1	-0.166957467071747	0.19139372888452766
speech	naufragium	1	-0.166957467071747	0.19139372888452766
speech	idcirco	1	-0.166957467071747	0.19139372888452766
speech	effreno	1	-0.166957467071747	0.19139372888452766
speech	eurotas	1	-0.166957467071747	0.19139372888452766
speech	turgeo	1	-0.166957467071747	0.19139372888452766
speech	titanus	1	-0.166957467071747	0.19139372888452766
speech	prothous	1	-0.166957467071747	0.19139372888452766
speech	impense	1	-0.166957467071747	0.19139372888452766
speech	deploro	1	-0.166957467071747	0.19139372888452766
speech	rhea	1	-0.166957467071747	0.19139372888452766
speech	refigo	1	-0.166957467071747	0.19139372888452766
speech	marmaridus	1	-0.166957467071747	0.19139372888452766
speech	pyrrha	1	-0.166957467071747	0.19139372888452766
speech	taygetus	1	-0.166957467071747	0.19139372888452766
speech	abaris	1	-0.166957467071747	0.19139372888452766
speech	trietericus	1	-0.166957467071747	0.19139372888452766
speech	clausus	1	-0.166957467071747	0.19139372888452766
speech	satus	1	-0.166957467071747	0.19139372888452766
speech	nouiens	1	-0.166957467071747	0.19139372888452766
speech	dumetum	1	-0.166957467071747	0.19139372888452766
speech	tureus	1	-0.166957467071747	0.19139372888452766
speech	transformo	1	-0.166957467071747	0.19139372888452766
speech	sumptus	1	-0.166957467071747	0.19139372888452766
speech	impendeo	1	-0.166957467071747	0.19139372888452766
speech	claresco	1	-0.166957467071747	0.19139372888452766
speech	taurinus	1	-0.166957467071747	0.19139372888452766
speech	fallacia	1	-0.166957467071747	0.19139372888452766
speech	iapetus	1	-0.166957467071747	0.19139372888452766
speech	reuomo	1	-0.166957467071747	0.19139372888452766
speech	emereo	1	-0.166957467071747	0.19139372888452766
speech	inuado	30	-0.168595032684422	0.1912989000212692
speech	color	24	-0.168753759555996	0.19128970839640638
speech	pabulum	9	-0.168777841866349	0.1912883138274818
speech	tenus	9	-0.168777841866349	0.1912883138274818
speech	orbis	91	-0.169566279336823	0.19124265664678824
speech	linquo	52	-0.169868656804502	0.19122514644059374
speech	latinus	36	-0.169931053657317	0.19122153313644424
speech	infernus	10	-0.172995708210978	0.19104406378477115
speech	cycnus	10	-0.172995708210978	0.19104406378477115
speech	cano	58	-0.173363110257101	0.1910227881069461
speech	herculeus	25	-0.173452535758521	0.1910176096160323
speech	sacer	74	-0.177186547954268	0.19080137881027084
speech	fauor	11	-0.177212407188905	0.19079988134244033
speech	tingo	11	-0.177212407188905	0.19079988134244033
speech	stagnum	32	-0.177596135234883	0.1907776602514997
speech	nauis	20	-0.181100970584525	0.19057470071843297
speech	imitor	12	-0.181404436313456	0.19055712749273154
speech	autem	33	-0.181951040393615	0.19052547450541138
speech	tyrrhenus	21	-0.185574937041446	0.19031562031879432
speech	soleo	62	-0.188421605732615	0.1901507741874591
speech	proelium	92	-0.188678372061751	0.1901359052509557
speech	inicio	14	-0.189662323047167	0.19007892618842115
speech	inops	14	-0.189662323047167	0.19007892618842115
speech	tigris	14	-0.189662323047167	0.19007892618842115
speech	agito	29	-0.191156668029503	0.1899923910078494
speech	ignotus	29	-0.191156668029503	0.1899923910078494
speech	flatus	15	-0.193714208366274	0.18984428784728197
speech	spolium	23	-0.194214379493202	0.1898153237196561
speech	polus	30	-0.195344104218286	0.18974990312786696
speech	danai	16	-0.197710181475086	0.1896128872947868
speech	ita	31	-0.199447442422424	0.18951228523063485
speech	asper	49	-0.200037522524838	0.18947811461486821
speech	superus	148	-0.201003337568703	0.18942218577634184
speech	populus	96	-0.20143661035248	0.18939709562712986
speech	profundus	17	-0.20164898294732	0.18938479746234183
speech	deduco	17	-0.20164898294732	0.18938479746234183
speech	suspendo	17	-0.20164898294732	0.18938479746234183
speech	caelum	185	-0.202414802582141	0.1893404500451336
speech	flos	25	-0.202486119335815	0.1893363202034773
speech	alter	56	-0.205377004384004	0.18916891357206736
speech	uinum	18	-0.205530385339575	0.18916003152083855
speech	misero	18	-0.205530385339575	0.18916003152083855
speech	tandem	88	-0.207534573401611	0.1890439721249841
speech	rutulus	19	-0.209354845735181	0.18893856300129636
speech	sol	63	-0.210833278035429	0.18885294929925475
speech	repeto	34	-0.211298296506749	0.18882602080693167
speech	iacto	34	-0.211298296506749	0.18882602080693167
speech	hilaris	6	-0.211466624135293	0.1888162732172496
speech	minitor	6	-0.211466624135293	0.1888162732172496
speech	utilis	6	-0.211466624135293	0.1888162732172496
speech	emetior	6	-0.211466624135293	0.1888162732172496
speech	accio	6	-0.211466624135293	0.1888162732172496
speech	uitis	6	-0.211466624135293	0.1888162732172496
speech	strepitus	6	-0.211466624135293	0.1888162732172496
speech	dissimulo	6	-0.211466624135293	0.1888162732172496
speech	argus	6	-0.211466624135293	0.1888162732172496
speech	aduento	6	-0.211466624135293	0.1888162732172496
speech	pyra	6	-0.211466624135293	0.1888162732172496
speech	posterus	7	-0.211770224689934	0.1887986921840022
speech	no	7	-0.211770224689934	0.1887986921840022
speech	marcellus	7	-0.211770224689934	0.1887986921840022
speech	remotus	7	-0.211770224689934	0.1887986921840022
speech	iugulo	7	-0.211770224689934	0.1887986921840022
speech	grandaeuus	5	-0.212433146277358	0.18876030343177244
speech	gestamen	5	-0.212433146277358	0.18876030343177244
speech	consequor	5	-0.212433146277358	0.18876030343177244
speech	constituo	5	-0.212433146277358	0.18876030343177244
speech	latro	5	-0.212433146277358	0.18876030343177244
speech	exter	5	-0.212433146277358	0.18876030343177244
speech	excludo	5	-0.212433146277358	0.18876030343177244
speech	fungor	5	-0.212433146277358	0.18876030343177244
speech	decoro	5	-0.212433146277358	0.18876030343177244
speech	lycus	5	-0.212433146277358	0.18876030343177244
speech	iuratus	5	-0.212433146277358	0.18876030343177244
speech	flaueo	5	-0.212433146277358	0.18876030343177244
speech	succingo	5	-0.212433146277358	0.18876030343177244
speech	recurro	5	-0.212433146277358	0.18876030343177244
speech	tuto	5	-0.212433146277358	0.18876030343177244
speech	pecten	5	-0.212433146277358	0.18876030343177244
speech	pascuum	5	-0.212433146277358	0.18876030343177244
speech	feto	5	-0.212433146277358	0.18876030343177244
speech	opprimo	5	-0.212433146277358	0.18876030343177244
speech	inueho	8	-0.21289903036739	0.18873332481282368
speech	lentus	8	-0.21289903036739	0.18873332481282368
speech	nilus	8	-0.21289903036739	0.18873332481282368
speech	triplex	8	-0.21289903036739	0.18873332481282368
speech	fluuius	28	-0.214296931571899	0.18865237454057493
speech	aper	9	-0.214585217127206	0.18863568037498427
speech	actus	9	-0.214585217127206	0.18863568037498427
speech	haemonius	9	-0.214585217127206	0.18863568037498427
speech	curo	9	-0.214585217127206	0.18863568037498427
speech	transmitto	9	-0.214585217127206	0.18863568037498427
speech	nectar	4	-0.215465352922293	0.1885847130877408
speech	mordeo	4	-0.215465352922293	0.1885847130877408
speech	discerno	4	-0.215465352922293	0.1885847130877408
speech	cultor	4	-0.215465352922293	0.1885847130877408
speech	tabes	4	-0.215465352922293	0.1885847130877408
speech	fulgur	4	-0.215465352922293	0.1885847130877408
speech	effulgeo	4	-0.215465352922293	0.1885847130877408
speech	lycurgus	4	-0.215465352922293	0.1885847130877408
speech	territo	4	-0.215465352922293	0.1885847130877408
speech	semianimis	4	-0.215465352922293	0.1885847130877408
speech	ablatus	4	-0.215465352922293	0.1885847130877408
speech	compages	4	-0.215465352922293	0.1885847130877408
speech	echionius	4	-0.215465352922293	0.1885847130877408
speech	gutta	4	-0.215465352922293	0.1885847130877408
speech	glacies	4	-0.215465352922293	0.1885847130877408
speech	daunius	4	-0.215465352922293	0.1885847130877408
speech	exhortor	4	-0.215465352922293	0.1885847130877408
speech	pratum	4	-0.215465352922293	0.1885847130877408
speech	sidus	76	-0.218581665185469	0.18840425231890928
speech	expello	11	-0.219005635228813	0.18837970087684505
speech	latebra	11	-0.219005635228813	0.18837970087684505
speech	diuido	11	-0.219005635228813	0.18837970087684505
speech	excelsus	11	-0.219005635228813	0.18837970087684505
speech	exigo	22	-0.220496997257683	0.18829333843444276
speech	senatus	12	-0.221549175287745	0.18823240845046899
speech	uirga	12	-0.221549175287745	0.18823240845046899
speech	tono	30	-0.221822376532154	0.18821658779372852
speech	malus	30	-0.221822376532154	0.18821658779372852
speech	circaeus	3	-0.222140678989607	0.188198155396285
speech	pylius	3	-0.222140678989607	0.188198155396285
speech	expugno	3	-0.222140678989607	0.188198155396285
speech	arcadia	3	-0.222140678989607	0.188198155396285
speech	uixdum	3	-0.222140678989607	0.188198155396285
speech	maeonius	3	-0.222140678989607	0.188198155396285
speech	forum	3	-0.222140678989607	0.188198155396285
speech	curuamen	3	-0.222140678989607	0.188198155396285
speech	indus	3	-0.222140678989607	0.188198155396285
speech	ganges	3	-0.222140678989607	0.188198155396285
speech	uesanus	3	-0.222140678989607	0.188198155396285
speech	polleo	3	-0.222140678989607	0.188198155396285
speech	inspiro	3	-0.222140678989607	0.188198155396285
speech	pineus	3	-0.222140678989607	0.188198155396285
speech	scitor	3	-0.222140678989607	0.188198155396285
speech	acumen	3	-0.222140678989607	0.188198155396285
speech	aeaeus	3	-0.222140678989607	0.188198155396285
speech	uecto	3	-0.222140678989607	0.188198155396285
speech	iuturna	3	-0.222140678989607	0.188198155396285
speech	squalidus	3	-0.222140678989607	0.188198155396285
speech	leaena	3	-0.222140678989607	0.188198155396285
speech	exordium	3	-0.222140678989607	0.188198155396285
speech	supernus	3	-0.222140678989607	0.188198155396285
speech	feretrum	3	-0.222140678989607	0.188198155396285
speech	uiolentia	3	-0.222140678989607	0.188198155396285
speech	hirsutus	3	-0.222140678989607	0.188198155396285
speech	conitor	3	-0.222140678989607	0.188198155396285
speech	propere	13	-0.224234282802381	0.18807691807416352
speech	educo	13	-0.224234282802381	0.18807691807416352
speech	condo	56	-0.225144481150164	0.1880242099115153
speech	formido	31	-0.225491132742298	0.18800413586002426
speech	lento	14	-0.227021427295824	0.18791551889601482
speech	digitus	14	-0.227021427295824	0.18791551889601482
speech	murmuro	15	-0.229881546814379	0.1877498938483046
speech	summa	15	-0.229881546814379	0.1877498938483046
speech	latius	16	-0.232792943510979	0.18758129941941815
speech	laudo	16	-0.232792943510979	0.18758129941941815
speech	cor	64	-0.23279501240111	0.18758117961322668
speech	tristis	86	-0.233384241755657	0.18754705826293833
speech	stringo	26	-0.234633291092636	0.18747472776951402
speech	uastus	47	-0.235314488141957	0.18743528071387108
speech	hister	2	-0.236116248118365	0.1873888520476971
speech	boii	2	-0.236116248118365	0.1873888520476971
speech	palaemon	2	-0.236116248118365	0.1873888520476971
speech	spatior	2	-0.236116248118365	0.1873888520476971
speech	concauus	2	-0.236116248118365	0.1873888520476971
speech	manifesto	2	-0.236116248118365	0.1873888520476971
speech	inroro	2	-0.236116248118365	0.1873888520476971
speech	euanesco	2	-0.236116248118365	0.1873888520476971
speech	deiphobus	2	-0.236116248118365	0.1873888520476971
speech	rhoetus	2	-0.236116248118365	0.1873888520476971
speech	tremeo	2	-0.236116248118365	0.1873888520476971
speech	exupero	2	-0.236116248118365	0.1873888520476971
speech	sequax	2	-0.236116248118365	0.1873888520476971
speech	uestio	2	-0.236116248118365	0.1873888520476971
speech	configo	2	-0.236116248118365	0.1873888520476971
speech	ruber	2	-0.236116248118365	0.1873888520476971
speech	opperior	2	-0.236116248118365	0.1873888520476971
speech	phrixeus	2	-0.236116248118365	0.1873888520476971
speech	immobilis	2	-0.236116248118365	0.1873888520476971
speech	caminus	2	-0.236116248118365	0.1873888520476971
speech	censeo	2	-0.236116248118365	0.1873888520476971
speech	singulto	2	-0.236116248118365	0.1873888520476971
speech	perspicuus	2	-0.236116248118365	0.1873888520476971
speech	resonantia	2	-0.236116248118365	0.1873888520476971
speech	uestibulum	2	-0.236116248118365	0.1873888520476971
speech	renideo	2	-0.236116248118365	0.1873888520476971
speech	massyla	2	-0.236116248118365	0.1873888520476971
speech	fusco	2	-0.236116248118365	0.1873888520476971
speech	colchi	2	-0.236116248118365	0.1873888520476971
speech	inhio	2	-0.236116248118365	0.1873888520476971
speech	caphereus	2	-0.236116248118365	0.1873888520476971
speech	calpe	2	-0.236116248118365	0.1873888520476971
speech	coniunctum	2	-0.236116248118365	0.1873888520476971
speech	auarus	2	-0.236116248118365	0.1873888520476971
speech	incuruo	2	-0.236116248118365	0.1873888520476971
speech	campanus	2	-0.236116248118365	0.1873888520476971
speech	hinnitus	2	-0.236116248118365	0.1873888520476971
speech	prospectus	2	-0.236116248118365	0.1873888520476971
speech	palmes	2	-0.236116248118365	0.1873888520476971
speech	rigesco	2	-0.236116248118365	0.1873888520476971
speech	incalesco	2	-0.236116248118365	0.1873888520476971
speech	quadripes	2	-0.236116248118365	0.1873888520476971
speech	amoenus	2	-0.236116248118365	0.1873888520476971
speech	brutus	2	-0.236116248118365	0.1873888520476971
speech	recenseo	2	-0.236116248118365	0.1873888520476971
speech	ruricola	2	-0.236116248118365	0.1873888520476971
speech	primoris	2	-0.236116248118365	0.1873888520476971
speech	agna	2	-0.236116248118365	0.1873888520476971
speech	nemeaeus	2	-0.236116248118365	0.1873888520476971
speech	acastus	2	-0.236116248118365	0.1873888520476971
speech	amphiara	2	-0.236116248118365	0.1873888520476971
speech	diffido	2	-0.236116248118365	0.1873888520476971
speech	cautus	2	-0.236116248118365	0.1873888520476971
speech	multiplico	2	-0.236116248118365	0.1873888520476971
speech	sarpedon	2	-0.236116248118365	0.1873888520476971
speech	epulor	2	-0.236116248118365	0.1873888520476971
speech	menelaus	2	-0.236116248118365	0.1873888520476971
speech	argenteus	2	-0.236116248118365	0.1873888520476971
speech	actaea	2	-0.236116248118365	0.1873888520476971
speech	matrona	2	-0.236116248118365	0.1873888520476971
speech	prae	2	-0.236116248118365	0.1873888520476971
speech	contego	2	-0.236116248118365	0.1873888520476971
speech	afer	2	-0.236116248118365	0.1873888520476971
speech	adfigo	2	-0.236116248118365	0.1873888520476971
speech	praeuenio	2	-0.236116248118365	0.1873888520476971
speech	procris	2	-0.236116248118365	0.1873888520476971
speech	dira	2	-0.236116248118365	0.1873888520476971
speech	syphax	2	-0.236116248118365	0.1873888520476971
speech	nonus	2	-0.236116248118365	0.1873888520476971
speech	intumesco	2	-0.236116248118365	0.1873888520476971
speech	adsilo	2	-0.236116248118365	0.1873888520476971
speech	silentum	2	-0.236116248118365	0.1873888520476971
speech	bis	41	-0.236724856506725	0.18735360848787205
speech	taurus	48	-0.238704605599113	0.1872389643145241
speech	aula	18	-0.238707800852301	0.18723877928240978
speech	raptum	18	-0.238707800852301	0.18723877928240978
speech	anchises	19	-0.241689051751292	0.18706613970592417
speech	tener	20	-0.244675455931544	0.18689320171098117
speech	anguis	30	-0.24803597702213	0.18669859919092957
speech	ocior	22	-0.25064156701499	0.1865477135499341
speech	amnis	76	-0.252649059191016	0.1864314628180066
speech	imus	39	-0.252936837864588	0.18641479800514435
speech	caput	125	-0.255809154873556	0.1862484666198428
speech	dea	83	-0.256775540926958	0.18619250471504728
speech	pelagus	54	-0.258167162038748	0.18611191811314498
speech	ante	166	-0.258951386356502	0.18606650490953552
speech	capaneus	9	-0.259000307499321	0.18606367196267407
speech	desuper	9	-0.259000307499321	0.18606367196267407
speech	uito	9	-0.259000307499321	0.18606367196267407
speech	nobilis	9	-0.259000307499321	0.18606367196267407
speech	guttur	10	-0.259115569573682	0.18605699731623312
speech	adloquor	10	-0.259115569573682	0.18605699731623312
speech	comprimo	8	-0.25956822844375	0.18603078454908648
speech	tenebrae	8	-0.25956822844375	0.18603078454908648
speech	aerius	8	-0.25956822844375	0.18603078454908648
speech	percello	8	-0.25956822844375	0.18603078454908648
speech	induco	11	-0.259741681315597	0.18602074016458128
speech	floreo	11	-0.259741681315597	0.18602074016458128
speech	gesto	12	-0.260757029829523	0.18596194292028065
speech	uetustus	7	-0.261071682016712	0.1859437219042786
speech	puter	7	-0.261071682016712	0.1859437219042786
speech	stella	7	-0.261071682016712	0.1859437219042786
speech	parcus	7	-0.261071682016712	0.1859437219042786
speech	crepito	7	-0.261071682016712	0.1859437219042786
speech	adytum	7	-0.261071682016712	0.1859437219042786
speech	rideo	13	-0.262073445631084	0.18588571134026255
speech	struo	13	-0.262073445631084	0.18588571134026255
speech	altar	13	-0.262073445631084	0.18588571134026255
speech	tueor	26	-0.262448987795309	0.18586396428093044
speech	immensus	14	-0.263625545075284	0.18579583168913993
speech	insigne	14	-0.263625545075284	0.18579583168913993
